bugId,description,severity
5895,NPE out of the Console view on shutdown,minor
6446,RunToLine needs shortcut,minor
6447,Inner class breakpoints not hit,major
6508,Stepping is slow,major
6524,BadLocationException restoring DisplayView contents,minor
6608,Limited error reporting on failed launch with no recognized launchers,major
6807,launch configurations not crash proof,minor
7067,native method exception retrieving source name,minor
7207,Launch configuration bugs,minor
7342,missing resource string: JavaRuntime.Setting_JRE_classpath_variables,minor
8127,Outline View has mnemonic collison,minor
8176,Mnemonic Collision in Console View,minor
8312,Tooltips for step filtering should use title capitalization,minor
8322,Detail evaluation timeout overwrites previous value,minor
9055,API - step filters should be configurable per target,minor
9102,Remove & Terminate walkback,minor
9636,Message on launch config dialog,major
11330,JavaEnvironmentTab depends on JavaMainTab,minor
11849,Duplicate history items showing up,minor
13085,DebugActionGroups cannot handle two actions with same ID in views,minor
13214,ArrayOutOfBoundException in launch history pref page,minor
13345,exception in log - after opening/closing projects,minor
13372,Strange UI feedback when breakpoint hit during evaluation,minor
13684,CoreException thrown when no project is specified,minor
14758,ILaunchConfigurationTab#performApply called twice on hitting the Apply button,major
15383,Scrapbook launching failed,major
15862,Cannot add internal jar to classpath,minor
15885,Revert button not enabled after changes,minor
15988,ArrayIndexOutOfBoundsException in config reselection,minor
17065,Sharing JRE,minor
17462,IllegalArgumentException when printing long stack to console,major
17946,Generalize launch shortcuts/convenience actions,minor
18863,Default source lookup computed incorrectly,minor
18981,Replacing default JDK doesn't trigger rebuild,minor
18998,Stack overflow with cyclic projects (might belong to JDT/Core),major
19202,JavaLineBreakpoint holds JDIThread pointers,minor
23972,[antrunner] NPE with XmlLogger as listener,minor
23995,deadlock while running build.xml,major
24034,Ant: Buildfile: Target: Spaces in target names confuse eclipse,minor
24103,NPE trying to open launch configs,minor
24579,Deadlock on first checkout of java project,major
24594,Targets specified as arguments not recognized,minor
24710,Custom ant task classes not found,minor
25102,Unbound classpath variables after upgrade,major
25147,Can't seem to cancel JRE search,major
26113,Scrapbook launches showing up in history,minor
26918,Projects with external builders cause NPEs when built in headless mode,minor
33712,"""The resource tree is locked for modifications"" from JavaDebugOptionsManager",minor
43226,Deadlock using 0916,minor
43228,Encoding Support for Java editor broken,major
71053,[ActivityMgmt] IllegalArgException in Capability preference page,major
76812,Vm detection fails on Linux,major
80406,[DynamicUI] NPE trying to open GIF file,major
82394,[preferences][templates] NPE trying to edit code templates,minor
86253,[projection] NPE when typing characters in Incremental Find,major
88634,[ActivityMgmt] move activity image binding to the activitySupport extension point,minor
88635,[EditorMgmt] add performance tracking for content type resolution,minor
88926,[Preferences] IDE should subclass FileEditorsPreferencePage,minor
89019,[ActivityMgmt] ImageBindingRegistry is never hooked into the extension registry,major
108873,[PropertiesView] Properties view broken on MacOS X,major
110147,[preferences][content assist] preference page issues,minor
116304,[content assist] AFE in LazyJavaCompletionProposal after content assis in breakpoint condition,major
128171,Enable or remove DiffApplierTest,minor
129168,[content assist] UI hangs in Code assist while showing additional info,major
132643,[content assist] Do not disable code assist processors automatically,minor
136648,[api][performance][content assist] add ability to fetch additional info of proposals in background thread,minor
139436,[content assist] Auto-complete for Javadoc @link reference,major
155435,[content assist] NPE in content assist,minor
155665,[implementation] Can the RevisionSelectionProvider adapter code be removed?,minor
157783,[rules] sticky live annotations in overview ruler not updated when typing,minor
54358,Shells don't fire move event when not visible (BBAWT),major
466943,Bogus UI freeze logged on Mac when opening a view menu,major
15899,Close all saved does not work all the time,major
16596,[View Mgmt] Ctrl F6 and Ctrl F7 has inaccessible entries,major
17018,org.eclipse.ui.examples.redmetool.AddSentenceResolution is calling getEditors,major
18579,Selection event not fired,major
20895,[Editor Mgmt] SWTException in WorkbenchWindow opening a editor.,major
129599,Mark the org.eclipse.ui.menus extension point as experimental,minor
182046,[Trim] configurer.setSaveAndRestore(true) doesn't work in 3.3M6,minor
253977,[Help]  For Eclipse 3.4.2  fix regression caused by fix for Bug 237326 - [Help][Context] F1 accessibility - no indication that help view has opened (since there is no focus change),major
3637,drag'n'drop - cannot dnd a file from a package to a resource folder (1GDF2T8),major
3701,Drag and drop does not work properly in package view (1GE9I3G),major
3728,Cannot copy into a project in packages view (1GEEOX6),major
3753,Source lookup fails in self-host even for simple case (1GEN8EN),major
3873,Source Attachment dialog initially comes up with error (1GF0GBL),major
3930,"New fields show in content outline even if ""Hide Fields"" is selected (1GF65NC)",major
3972,Smoke 124: Minor Code assist does not work if text is selected (1GFBJKA),major
4078,Export to Jar does not include root-level resources (1GHSDS1),major
4096,Open Type Dialog: The Map inteface has the class icon (1GI9HAZ),major
4301,Java examples project is not in Examples category (1GL2MWV),minor
17234,NPE in CompilationUnitEditorActionContributor,major
17271,Not present exception renaming class in java browsing perspective,major
17576,JavaSearchPage.SearchPatternData must be a static class,major
17590,Internal error attaching source to a jar in a container,major
17593,Search/Replace: Disable for file searches,major
17615,Override verlay: background is white not transparent,minor
17652,Package selection dialog shouldn't have default input value,major
17667,Code assist close,major
17694,NPE: refactoring actions for .java file opened from repository enabled in pull down menu,major
18412,Type hierarchy should support JavaModel as input,minor
19253,Several NotPresentExceptions in log,major
19567,ProblemsLabelDecorator throws ResourceException when project not open,major
19972,CompareEditorInput should not call OpenStrategy.setOpenMethod,major
59585,[EditorMgmt] Keybinding not enabled when overwritten in subcontext,minor
68774,[Perspectives] NPE in PerspectiveSwitcher.setCoolItemSize() when coolbar hidden,major
62697,Need to know if a package reference match is in Javadoc or in Code,minor
102780,[formatter] CodeFormatter does not format Javadoc,major
148859,[model][delta] Package Explorer only shows default package after import,major
176808,4% regression in build performance test #testFullBuildProjectAllWarnings,minor
231263,[formatter] New JavaDoc formatter wrongly indent tags description,major
270409,[perfs] No JDT/Core tests results in last baseline run,major
293300,[formatter] The formatter is still unstable in certain circumstances,minor
293697,JavaSearchBugTests.testBug286379c is failing randomly,minor
294618,[formatter] The formatter fails to format a compilation unit with deep nesting of html tags,minor
137602,Last local rather than remote date on update,major
150483,[Sync Info] Locally deleted file not shown in team synchronization,minor
157687,Assertion failed applying patch,major
376102,[CSS] FileNotFoundException starting target workspace,major
17363,Test A4.4 cannot edit action set id in properties view,major
30570,DBCS - GB18030: Input GB18030 characters as run arguments cause eclipse for motif crash.,major
32601,"GB18030: When viewing project properties of a GB18030 named project, eclipse for Motif crash.",minor
55600,CVS perspective has busy cursor,major
62528,Tracker does not keep up with mouse movement,minor
62558,Null Pointer when opening Folder in File>Open External File,minor
63003,Ctrl+ Clicking on PackageExplorer expands items,minor
64237,[Menus] menu items missing on first click,minor
18225,NPE in projetc sets,minor
1601,Displaying a variable appends to same line (1GENIVH),minor
1668,Stop on Uncaught exception should be scoped (1GHOUOQ),minor
1747,Ctrl-S does not work in the SnippetEditor (1GL1GH8),minor
1753,NPE in LocalEvaluationEngine,major
1756,"Breakpoints installed in all classes with ""name*"" (1GLCLBW)",minor
1768,Variables view stays empty with stack frame selected (1GLE8PW),major
3578,DCR: Enable/Disable a breakpoint in vertical ruler of Java Editor (1GFQ6DY),major
5114,Add exception dialog ignores caught/uncaught selection,minor
5139,Remove SnippetSupportBreakpoint,minor
5360,ListenerList#removeAll,minor
5367,Meaningless brackets presented with primitive display options,minor
5816,Resource tree locked error on hot swap,minor
5818,Debugger Source Lookup page claims project is closed,minor
6152,Walkback while editing in the display view,minor
6208,Log errors to plugin log,minor
6321,Console IOException,major
6387,Can't use F10,minor
6389,System threads show suspended at startup,major
6434,Scrapbook does not work with JDK1.4,major
6523,NPE changing suspend on exception pref with terminated targets,minor
6530,Rapid successive evaluation causes trouble,minor
6598,Problem using old workspace with new build,major
6661,InternalException when exiting on jdk 1.4,minor
7404,Add Filter for step filtering broken,minor
7425,Doubleclick a breakpoint in debug perspective results in error,minor
7503,Breakpoints in an InnerClass anonymous inner classes are not hit,minor
